,Reply,Published,sentiment
934,"['fernandes', 'need', 'stop', 'yap', 'roman', 'catholic', 'openly', 'support', 'conversion', 'many', 'mission', 'unsuccessful', 'make', 'join', 'naxals', 'communist', 'move', 'freely', 'forest', 'area', 'stand']",2021-07-06T14:26:12Z,0.4767
935,"['sanju', 'b', 'jaega', 'toh', 'modi', 'hee', 'hahahaha']",2021-07-06T14:30:36Z,0.0
212,"['mathew', 'almeida', 'better', 'rice', 'bag']",2021-07-06T14:35:09Z,0.4404
936,"['father', 'adivasi', 'agenda', 'conversation', 'community', 'use', 'govt', 'system']",2021-07-06T14:37:43Z,0.0
937,"['kyer', 'sanghion', 'kee', 'ragon', 'mee', 'hee', 'deshdrohi', 'gaddari', 'hee', 'angrejon', 'kaa', 'dalle', 'muafiveer', 'swerkar', 'kee', 'tarah']",2021-07-06T14:43:55Z,0.0
1010,"['tj', 'p', 'leave', 'country', 'else', 'pay', 'price']",2021-07-06T14:44:50Z,-0.1531
168,"['charge', 'offence', 'father', 'charge', 'one', 'file', 'case', 'anybody', 'without', 'evidence']",2021-07-06T14:53:39Z,-0.296
44,"['hey', 'rice', 'bag']",2021-07-06T14:57:29Z,0.0
68,"['rice', 'bag']",2021-07-06T14:58:05Z,0.0
323,"['failure', 'produce', 'evidence', 'tell', 'lie', 'court']",2021-07-06T15:07:51Z,-0.5106
938,"['tj', 'p', 'yeah', 'like', 'pragya', 'sadhvi', 'r', 'nationalist', 'modi', 'fakeer', 'desh', 'bhakt']",2021-07-06T15:08:57Z,0.5719
939,"['fernandes', 'fine', 'comment']",2021-07-06T15:09:59Z,0.2023
940,"['hey', 'mother']",2021-07-06T15:10:28Z,0.0
941,"['f', 'k', 'e', 'r']",2021-07-06T15:10:46Z,0.0
942,"['adivasi', 'hindu']",2021-07-06T15:11:14Z,0.0
943,"['want', 'tell', 'hindu', 'god', 'history']",2021-07-06T15:12:56Z,0.34
85,"['gf', 'thank', 'correct']",2021-07-06T15:13:08Z,0.3612
43,"['mard', 'rohit', 'sardana']",2021-07-06T15:15:53Z,0.0
386,"['lallu', 'ram', 'waah', 'achi', 'baat', 'hai']",2021-07-06T15:17:59Z,0.0
387,"['lallu', 'ram', 'ki', 'teri']",2021-07-06T15:18:13Z,0.0
388,"['lallu', 'ram', 'rate', 'badh', 'gaya']",2021-07-06T15:18:27Z,0.0
389,"['lallu', 'ram', 'ab', 'tu', 'petrol', 'bhar', 'payega']",2021-07-06T15:18:55Z,0.0
390,"['lallu', 'ram', 'tu', 'hai', 'anpadh', 'modi', 'ka', 'bhakt']",2021-07-06T15:20:27Z,0.0
391,"['lallu', 'ram', 'bos', 'dk']",2021-07-06T15:20:55Z,0.0
440,"['donkey', 'xote', 'well', 'say']",2021-07-06T15:31:10Z,0.2732
529,"['ravish', 'kumar', 'jindabad']",2021-07-06T15:33:14Z,0.0
944,['yes'],2021-07-06T15:34:25Z,0.4019
499,"['vijay', 'yadav']",2021-07-06T15:35:04Z,0.0
366,"['lkn', 'koi', 'political', 'party', 'father', 'stan', 'ke', 'liye', 'kuch', 'nahi', 'kia']",2021-07-06T15:39:09Z,-0.3612
327,"['sabse', 'super', 'bola', 'shabash']",2021-07-06T15:44:36Z,0.5994
319,"['nahi', 'hindu', 'v', 'jhel', 'rahe', 'hain', 'bhai']",2021-07-06T15:46:37Z,0.0
350,"['kisko', 'support', 'kar', 'rahe', 'ho']",2021-07-06T15:50:42Z,0.4019
500,"['sunil', 'madnani']",2021-07-06T15:54:28Z,0.0
530,"['alka', 'lakra', 'mujhe', 'nahi', 'pata', 'aap', 'kaha', 'se', 'ho', 'agar', 'aapko', 'lagta', 'hai', 'ki', 'yese', 'log', 'ka', 'hona', 'chahiye', 'jo', 'kashmir', 'ki', 'aazadi', 'desh', 'k', 'tukre', 'karne', 'wale', 'k', 'sath', 'apna', 'samvedna', 'jatata', 'ho', 'fir', 'aap', 'tay', 'kijiye', 'aapke', 'liye', 'desh', 'pahle', 'hai', 'ya', 'wo', 'ravi']",2021-07-06T15:56:46Z,0.0
945,"['mean', 'fool', 'even', 'aware', 'many', 'sub', 'cast', 'adivasi', 'ancestor', 'convert', 'food', 'money', 'check', 'dna', 'also', 'hindu']",2021-07-06T15:56:49Z,-0.4404
740,"['yes', 'stop', 'tear']",2021-07-06T15:59:52Z,0.128
946,"['sumba', 'jumba', 'abey', 'chomu']",2021-07-06T16:05:11Z,0.0
947,"['sumba', 'jumba', 'rice', 'bag']",2021-07-06T16:05:35Z,0.0
948,"['sumba', 'jumba', 'bossdk']",2021-07-06T16:06:05Z,0.0
949,"['sumba', 'jumba', 'proof']",2021-07-06T16:06:16Z,0.0
950,"['sumba', 'jumba', 'moot']",2021-07-06T16:07:37Z,0.0
951,"['sumba', 'jumba', 'piyega']",2021-07-06T16:08:01Z,0.0
72,['yes'],2021-07-06T16:17:26Z,0.4019
303,"['look', 'talk', 'abt', 'humanitythere', 'limit', 'hypocrisy']",2021-07-06T16:22:39Z,0.0
952,"['heart', 'n', 'eye', 'openwide', 'eye', 'openwide', 'think', 'problem', 'stain', 'swamy', 'death', 'hinduism', 'get', 'opportunity']",2021-07-06T16:26:46Z,-0.5859
304,"['aum', 'om', 'get', 'hell']",2021-07-06T16:37:55Z,-0.6808
441,"['lawyer', 'accurate', 'dear', 'friend']",2021-07-06T16:39:03Z,0.7003
580,['true'],2021-07-06T16:45:44Z,0.4215
520,"['satish', 'kumar', 'yes', 'aisa', 'kam', 'modi', 'hi', 'mumkin', 'kar', 'sakta', 'hia']",2021-07-06T16:45:50Z,0.4019
973,['true'],2021-07-06T16:49:07Z,0.4215
531,"['jai', 'hind', 'bcz', 'u', 'r', 'gobar', 'bhkt']",2021-07-06T16:50:36Z,0.0
367,"['raunak', 'naik', 'court', 'modify', 'court']",2021-07-06T16:51:41Z,0.0
368,"['amit', 'singh', 'modify', 'court']",2021-07-06T16:53:54Z,0.0
369,"['deepto', 'banerjee', 'bro', 'know', 'modify', 'economy', 'type', 'economy', 'word', 'like', 'unfair']",2021-07-06T16:59:29Z,-0.1531
953,"['glad', 'ancestor', 'convert', 'true', 'god']",2021-07-06T17:01:21Z,0.7845
642,"['alok', 'v', 'right', 'bro']",2021-07-06T17:02:03Z,0.0
954,"['unlike', 'idol', 'god', 'destroy', 'destroy']",2021-07-06T17:02:12Z,-0.7096
1049,"['ndtv', 'strong', 'supporter', 'anti', 'national']",2021-07-06T17:04:37Z,0.4767
410,"['inside', 'job']",2021-07-06T17:04:38Z,0.0
287,['kyu'],2021-07-06T17:05:03Z,0.0
313,"['god', 'justice']",2021-07-06T17:12:06Z,0.6705
340,"['raunak', 'naik', 'christian', 'shame', 'u', 'grow', 'beyond', 'religionsmall', 'mind']",2021-07-06T17:14:50Z,-0.4767
442,"['mrchalakudy', 'dear', 'also', 'study', 'law', 'llb', 'du', 'clc', 'whatever', 'felt', 'say', 'consider', 'judge', 'way']",2021-07-06T17:14:57Z,0.3818
392,"['raunak', 'naik', 'majority', 'population', 'country', 'hindu', 'hindu', 'religion', 'afraid', 'conversion', 'christian', 'muslim', 'buddist']",2021-07-06T17:15:31Z,0.0
393,"['sunny', 'mathias', 'lallu', 'ram', 'know']",2021-07-06T17:17:50Z,0.4215
91,"['ye', 'bata', 'use', 'jannat', 'milegi', 'ki', 'nahi']",2021-07-06T17:18:25Z,0.0
288,"['hafij', 'syed', 'bi', 'saal', 'ka', 'hai', 'kaya', 'use', 'maaf', 'ker', 'de']",2021-07-06T17:19:55Z,0.0
394,"['mean', 'bro', 'ye', 'andhbhakton', 'hia', 'injustice', 'ko', 'dekh', 'hi', 'nahi', 'sakte', 'ankh', 'pe', 'dharam', 'ki', 'patti', 'hia', 'jor', 'se', 'bandhi', 'hui']",2021-07-06T17:28:52Z,-0.5719
289,"['tinka', 'singh', 'tu', 'ja', 'hafiz', 'saeed', 'ko', 'sza', 'de', 'aa', 'uska', 'badla', 'kiya', 'tu', 'indian', 'citizen', 'se', 'lega']",2021-07-06T17:33:16Z,0.0
955,"['sanju', 'b', 'imaan', 'jo', 'thera', 'hahahahahaha']",2021-07-06T17:36:40Z,0.0
636,"['savio', 'remedios', 'hardly', 'understand', 'context', 'humanity']",2021-07-06T17:38:32Z,0.0
637,"['satish', 'kumar', 'sapne', 'dekhna', 'bandh', 'karo']",2021-07-06T17:42:50Z,0.0
1063,"['tj', 'p', 'andha', 'behra', 'goonga']",2021-07-06T17:46:40Z,0.0
956,"['bos', 'dk']",2021-07-06T17:47:13Z,0.0
957,"['ab', 'tere', 'hindu', 'dharm', 'ki', 'pol', 'kholta', 'hu']",2021-07-06T17:47:36Z,0.0
958,"['tera', 'ek', 'bhagwaan', 'hai']",2021-07-06T17:48:21Z,0.0
820,['brahma'],2021-07-06T17:48:28Z,0.0
1078,"['k', 'v', 'jan', 'british', 'raj', 'tha', 'tab', 'hindu', 'khatre', 'main', 'nahin', 'tha', 'mogulon', 'ke', 'time', 'pe', 'nahin', 'tha', 'congress', 'ke', 'time', 'pe', 'nahin', 'tha', 'ab', 'jab', 'modi', 'sarkar', 'hia', 'tab', 'khatre', 'main', 'hia']",2021-07-06T17:48:58Z,0.0
821,"['uski', 'beti', 'ka', 'naam', 'bara', 'de', 'hai', 'dum']",2021-07-06T17:49:12Z,0.0
822,"['aur', 'sunn', 'l', 'u']",2021-07-06T17:49:29Z,0.0
823,"['tum', 'ho', 'e', 'u', 'r', 'n']",2021-07-06T17:50:01Z,0.0
354,"['day', 'come', 'soon', 'see', 'life', 'predecessor']",2021-07-06T17:50:29Z,0.0
824,"['tera', 'dna', 'toh']",2021-07-06T17:52:17Z,0.0
825,"['acha', 'sunn', 'aryan']",2021-07-06T17:52:32Z,0.0
826,"['bina', 'apni', 'biwi']",2021-07-06T17:53:05Z,0.0
827,"['ke', 'aye']",2021-07-06T17:53:14Z,0.0
332,"['bhai', 'unkeliye', 'phir', 'bhi', 'word', 'kam', 'hi', 'hain', 'real', 'hero', 'channel', 'gandu']",2021-07-06T17:53:23Z,0.5574
828,"['phir', 'unko', 'mili', 'shudr']",2021-07-06T17:53:53Z,0.0
829,"['jisko', 'aaj', 'b', 'c']",2021-07-06T17:54:13Z,0.0
830,"['shahid', 'father', 'stan', 'swami', 'amar', 'rahe']",2021-07-06T17:54:43Z,0.0
831,"['bolte', 'hain']",2021-07-06T17:55:06Z,0.0
832,"['aryan', 'fooked']",2021-07-06T17:55:39Z,0.0
833,['mom'],2021-07-06T17:56:06Z,0.0
169,['lol'],2021-07-06T17:56:07Z,0.4215
90,"['yes', 'year', 'put', 'jail', 'say', 'suspicion', 'wrong', 'strange', 'play', 'people', 'life']",2021-07-06T17:56:44Z,-0.34
834,"['mean', 'jo', 'religion', 'convert', 'hue', 'ho', 'usaka', 'mean', 'bhi', 'pata', 'nahi', 'maine', 'suna', 'hai', 'jesus', 'pyaar', 'batata', 'hai', 'tum', 'concert', 'nakali', 'log', 'toh', 'sirf', 'paisa', 'ke', 'liye', 'conversation', 'karate', 'ho']",2021-07-06T17:57:44Z,0.0
835,"['aur', 'jo', 'bacche', 'paida', 'hue']",2021-07-06T17:58:07Z,0.0
836,['tumho'],2021-07-06T17:58:26Z,0.0
837,['najayaz'],2021-07-06T17:59:30Z,0.0
838,"['mean', 'adivasi', 'ko', 'bhi', 'yahi', 'sikhate', 'ho', 'sirf', 'dusare', 'religion', 'ka', 'insult', 'karana', 'kaisa', 'ghatiya', 'religion', 'ho', 'bolate', 'ek', 'ho', 'karate', 'kuch', 'aur', 'ho', 'jesus', 'love']",2021-07-06T17:59:32Z,0.2263
839,"['abey', 'sunn', 'lo', 'u']",2021-07-06T17:59:55Z,0.0
840,"['aur', 'teri', 'maaaaa']",2021-07-06T18:00:11Z,0.0
841,"['chidu', 'kya']",2021-07-06T18:00:23Z,0.0
842,['bossdk'],2021-07-06T18:00:45Z,0.0
843,"['tere', 'rapist', 'bhagwaan', 'ki', 'story', 'batau', 'kya']",2021-07-06T18:01:16Z,-0.7096
844,"['mean', 'ja', 'beta', 'tum', 'se', 'na', 'ho', 'payega', 'tum', 'logo', 'ka', 'adivasi', 'community', 'ko', 'conveted', 'karane', 'ka', 'agenda', 'pata', 'hai', 'hame', 'humane', 'khud', 'tum', 'jaise', 'nakali', 'quotquot', 'quotquot', 'gpl', 'karke', 'bhagaya', 'hai']",2021-07-06T18:01:28Z,0.0
170,"['please', 'read', 'akhil', 'gogoi', 'assam', 'imprison', 'year', 'nia', 'later', 'court', 'find', 'innocentstill', 'action', 'nia']",2021-07-06T18:01:46Z,0.3182
845,"['accha', 'ye', 'brahma', 'ki', 'beti', 'kaun', 'hai']",2021-07-06T18:02:01Z,0.0
846,"['bahut', 'rangeele', 'hai', 'teredevta']",2021-07-06T18:03:04Z,0.0
847,"['sunega', 'kahani']",2021-07-06T18:03:20Z,0.0
848,['bossdk'],2021-07-06T18:04:07Z,0.0
849,"['aryan', 'ke']",2021-07-06T18:04:14Z,0.0
850,"['mean', 'tumhare', 'jesus', 'ko', 'bhi', 'sharam', 'aati', 'hogi', 'tum', 'jaise', 'nakali', 'logo', 'religion', 'ke', 'naam', 'pe', 'sirf', 'logo', 'nafarat', 'faila', 'rahe', 'ho', 'stan', 'swamy', 'ek', 'nakali', 'dharm', 'guru', 'tha', 'isiliye', 'usaka', 'end', 'bhi', 'waisa', 'hua', 'karma', 'om', 'shanti']",2021-07-06T18:06:50Z,0.0
851,"['ki', 'problem', 'hai', 'kya', 'brahma', 'ko']",2021-07-06T18:07:00Z,-0.4019
324,"['evidence', 'continue', 'jail', 'try', 'n', 'release']",2021-07-06T18:07:20Z,0.0
852,"['suraj', 'gadge', 'kya', 'popet', 'likhana', 'bhi', 'nahi', 'aata', 'kya', 'gawar']",2021-07-06T18:07:32Z,0.0
853,"['ye', 'brahma', 'ne', 'apni', 'beti', 'ko']",2021-07-06T18:07:51Z,0.0
854,"['kyun', 'choda']",2021-07-06T18:08:23Z,0.0
855,"['bhagwaan', 'hai', 'ya', 'dalla']",2021-07-06T18:08:50Z,0.0
856,"['aur', 'ye', 'indra']",2021-07-06T18:09:20Z,0.0
857,"['dusri', 'ki', 'biwi', 'ka', 'game', 'baja', 'diya', 'waah']",2021-07-06T18:09:39Z,0.0
858,"['dharm', 'hai', 'tera']",2021-07-06T18:10:49Z,0.0
859,"['ye', 'hindu', 'ka', 'khandani', 'kaam', 'hai', 'kya']",2021-07-06T18:11:43Z,0.0
675,"['somebody', 'intend', 'continue', 'work', 'full', 'time', 'accomplish']",2021-07-06T18:12:11Z,0.4215
860,"['accha', 'ye', 'toh', 'bata']",2021-07-06T18:12:16Z,0.0
861,"['ki', 'brahma', 'ki', 'biwi', 'kaun', 'hai']",2021-07-06T18:12:30Z,0.0
862,"['hai', 'g', 'mein', 'dum']",2021-07-06T18:12:43Z,0.0
863,"['mean', 'lagata', 'hai', 'tum', 'garib', 'family', 'ke', 'concert', 'bacche', 'ho', 'jao', 'convert', 'hue', 'ho', 'woh', 'religion', 'ka', 'mean', 'jaan', 'jo', 'church', 'sirf', 'londiya', 'bazi', 'karoge', 'toh', 'kya', 'ghanta', 'samaj', 'aayega', 'religion', 'jesus', 'love']",2021-07-06T18:14:40Z,0.6369
676,"['saurabh', 'dave', 'mean', 'quotterroristquot', 'bhakt']",2021-07-06T18:18:18Z,0.0
45,"['well', 'say', 'innocent', 'people', 'like', 'stan', 'swamy', 'afzal', 'guru', 'burhan', 'wani', 'riyaz', 'naikoo', 'ajmal', 'kasab', 'etc', 'pay', 'price', 'minority', 'hindu', 'majoritarian', 'country', 'shameful']",2021-07-06T18:23:46Z,0.34
864,"['arey', 'ye', 'brahma', 'ki', 'beti', 'ka', 'naam', 'toh', 'bata', 'de']",2021-07-06T18:44:48Z,0.0
395,"['mushtaq', 'ali', 'government', 'control', 'mandir', 'wealthlet', 'mandirs', 'free', 'first', 'even', 'play', 'field', 'govt', 'either', 'starttaxing', 'mosque', 'income', 'church', 'income', 'befair', 'must', 'release', 'temple', 'clutch']",2021-07-06T18:45:50Z,0.6908
333,"['mushtaq', 'ali', 'right']",2021-07-06T18:50:36Z,0.0
341,"['raunak', 'naik', 'ram']",2021-07-06T18:57:21Z,0.0
396,"['mean', 'excellent', 'reply']",2021-07-06T18:57:38Z,0.5719
494,"['v', 'p', 'gas', 'anything', 'fr', 'stan', 'swamy', 'death']",2021-07-06T18:58:53Z,-0.5994
342,"['raunak', 'naik', 'shame', 'ppl', 'divide', 'nation', 'name', 'religion', 'learn', 'something', 'fr', 'stan', 'fight', 'poor', 'ppl', 'without', 'look', 'religion', 'belong']",2021-07-06T19:03:41Z,-0.8316
343,"['peace', 'luver', 'yes', 'bcoz', 'modi', 'director', 'story']",2021-07-06T19:06:13Z,0.7351
411,"['kanwar', 'umar', 'true']",2021-07-06T19:08:41Z,0.4215
483,"['mihir', 'patil', 'ppl', 'dangerous', 'r', 'spread', 'hatred', 'name', 'religion', 'learn', 'something', 'fr', 'stan', 'dumbos', 'fight', 'poor', 'without', 'look', 'religion', 'belong']",2021-07-06T19:14:19Z,-0.9186
581,"['kiran', 'k', 'true']",2021-07-06T19:15:37Z,0.4215
344,"['raunak', 'naik', 'even', 'listen', 'video', 'stupid']",2021-07-06T19:18:43Z,-0.5267
331,"['hope', 'call', 'naxal', 'n', 'maoist', 'come', 'know', 'truth', 'fr', 'stan']",2021-07-06T19:24:42Z,0.6369
484,"['tum', 'dekhoge', 'ki', 'kaise', 'desh', 'ko', 'andhkar', 'dhakel', 'ye', 'log', 'bhaag', 'jayenge']",2021-07-06T19:31:51Z,0.0
345,"['raunak', 'naik', 'oh', 'please', 'integrity', 'sc', 'day']",2021-07-06T19:31:53Z,0.5994
459,"['ashwin', 'rustagi', 'educate', 'illiterate']",2021-07-06T19:33:36Z,0.0
460,"['satish', 'kumar', 'kitna', 'milta', 'hei', 'modi', 'ka', 'toilet', 'saf', 'karne', 'ko', 'teri', 'noukri', 'sirf', 'ekhi', 'sal', 'rahegitaras', 'ata', 'hei', 'tujpe']",2021-07-06T19:39:15Z,0.0
163,"['ravishji', 'amazingthank', 'muchfr', 'stan', 'swamy', 'rip']",2021-07-06T19:50:35Z,0.0
582,"['minki', 'mishra', 'agree']",2021-07-06T20:22:23Z,0.3612
46,"['tj', 'p', 'pragya', 'thakur', 'arrest', 'uapa', 'get', 'bail', 'health', 'issue', 'also', 'become', 'mp', 'poor', 'memory', 'forget', 'advantage', 'bear', 'hindu', 'hindu', 'majority', 'country', 'indeed', 'shameful']",2021-07-06T22:30:04Z,-0.8225
346,"['raunak', 'naik', 'goondutva', 'godi', 'sure']",2021-07-06T22:54:01Z,0.3182
347,"['janani', 'hemalatha', 'use', 'talling', 'third', 'class', 'atankvadi', 'bjp', 'extremist', 'type']",2021-07-06T22:55:05Z,0.0
485,"['truly', 'comment', 'almighty', 'bless', 'swamys', 'soul', 'rip']",2021-07-06T23:16:06Z,0.6908
865,"['adhoora', 'knowledge', 'leke', 'gyan', 'mat', 'banta', 'kar', 'sirf', 'kuch', 'hindu', 'adivasi', 'hai', 'jo', 'jharkhand', 'aake', 'ba', 'gye', 'hum', 'na', 'hindu', 'na', 'hai', 'na', 'kabhi', 'rahenge', 'aur', 'tum', 'log', 'ke', 'ancesters', 'bahar', 'se', 'hai', 'eurasian']",2021-07-07T01:02:46Z,0.0
285,"['haha', 'anti', 'national', 'kill', 'bigger', 'anti', 'national', 'save', 'propoganda', 'shame', 'ravish', 'maharashtra', 'government', 'save', 'traitor', 'antihuman']",2021-07-07T02:15:12Z,-0.4588
443,"['ashraf', 'khan', 'allahgod', 'judge', 'judge', 'equally', 'like']",2021-07-07T02:48:09Z,0.3612
866,"['abhishek', 'birua', 'tum', 'paiso', 'ke', 'liye', 'convert', 'ho', 'jate', 'ho', 'aur', 'adivasi', 'ki', 'baat', 'karate', 'ho', 'tum', 'khud', 'ko', 'hindu', 'maat', 'mano', 'par', 'khud', 'ki', 'adivasi', 'identity', 'paiso', 'ke', 'liye', 'maat', 'chodo', 'shayad', 'tum', 'khud', 'ko', 'adivasi', 'bhi', 'nahi', 'manate', 'honge', 'jao', 'jara', 'study', 'k']",2021-07-07T02:52:47Z,0.0
867,"['abhishek', 'birua', 'comment', 'dekho', 'ye', 'log', 'kisi', 'religion', 'ki', 'respect', 'nahi', 'karate', 'toh', 'adivasi', 'community', 'ko', 'kya', 'samajte', 'honge', 'bacche', 'apana', 'dimag', 'bhi', 'use', 'karo', 'aur', 'tumko', 'jo', 'sahi', 'lag', 'raha', 'hai', 'woh', 'karo', 'byee']",2021-07-07T02:56:20Z,0.1779
102,"['one', 'face', 'injustice', 'cruel', 'treatment', 'justice', 'every', 'right']",2021-07-07T03:17:01Z,-0.6249
282,"['tanoja', 'jail', 'th', 'jo', 'ki', 'maharashtra', 'govt', 'k', 'h']",2021-07-07T03:28:27Z,0.0
105,"['vampanthi', 'hero', 'kab', 'se', 'ho', 'gaye']",2021-07-07T04:01:54Z,0.5574
544,"['tulsi', 'kumar', 'main', 'bhi', 'bjp', 'ko', 'vote', 'karenge', 'lekin', 'vampanthi', 'leftist', 'ka', 'support', 'nahi', 'karenge']",2021-07-07T04:04:24Z,0.4019
290,"['tera', 'baap', 'hain']",2021-07-07T04:05:07Z,0.0
1011,"['india', 'son', 'joke', 'history']",2021-07-07T04:05:41Z,0.296
503,"['kg', 'daal', 'chawal', 'par', 'kab', 'convert', 'hua', 'tha']",2021-07-07T04:06:16Z,0.0
737,"['tere', 'baap', 'se', 'paisa', 'se', 'liya', 'tha', 'puncher', 'putr', 'tax', 'chor', 'bhag', 'pakistani']",2021-07-07T04:08:17Z,0.0
198,"['puncher', 'putr']",2021-07-07T04:09:53Z,0.0
47,"['forest', 'rise', 'fact', 'congress', 'never', 'could', 'prove', 'sadhvi', 'pragya', 'responsible', 'even', 'keep', 'jail', 'without', 'proof', 'supreme', 'court', 'acknowledge', 'give', 'clean', 'chit', 'shameful', 'become', 'mp', 'vote', 'people', 'believe', 'c']",2021-07-07T04:33:48Z,-0.2787
48,"['tj', 'p', 'supreme', 'court', 'send', 'copy', 'clean', 'chit', 'email', 'address', 'forward', 'pmo', 'whatsappcan', 'provide', 'proof', 'clean', 'chit', 'get', 'supreme', 'court']",2021-07-07T04:38:08Z,0.9118
106,"['rohit', 'suryavanshi', 'mind', 'set', 'bro', 'even', 'know', 'happy', 'one', 'charge', 'r', 'tax', 'r', 'thing', 'least', 'think', 'child', 'education', 'job', 'sad']",2021-07-07T04:38:44Z,0.1531
49,"['forest', 'rise', 'congress', 'even', 'file', 'chargesheet', 'even', 'keep', 'jail', 'decade', 'arrest', 'nia', 'arrest', 'indian', 'mujahiddin', 'member', 'blast', 'quotvote', 'bankquot', 'already', 'face', 'lot', 'humili']",2021-07-07T04:52:12Z,-0.5859
50,"['tj', 'p', 'genuinely', 'mate', 'proof', 'say', 'like', 'read', 'interest', 'come', 'whatsapp', 'provide', 'proof', 'statement', 'kindly']",2021-07-07T05:03:35Z,0.8271
328,"['tera', 'baap', 'tha', 'kya', 'father', 'likh', 'raha', 'hai']",2021-07-07T05:15:05Z,0.0
1012,"['tj', 'p', 'bro', 'mix', 'name', 'please', 'demean', 'late', 'father', 'stan', 'swamy']",2021-07-07T05:17:57Z,0.3182
974,"['ki', 'ko', 'keh', 'reho', 'ho', 'ye', 'log', 'gungybehre', 'merciless', 'hai', 'kal', 'phir', 'election', 'hongy', 'kuchh', 'paiso', 'se', 'bikenge', 'kuchh', 'hindu', 'muslim', 'ke', 'liye', 'i', 'merciless', 'party', 'ko', 'vote', 'denge', 'log', 'jee', 'rehe', 'hai', 'lekin', 'inko', 'atma', 'mar', 'chuki', 'hai']",2021-07-07T05:19:41Z,0.4019
51,"['forest', 'rise', 'provide', 'proof', 'accuse', 'sadhvi', 'pragya', 'terrorist', 'without', 'give', 'proof', 'give', 'fact', 'congress', 'able', 'file', 'chargesheet', 'even', 'keep', 'jail', 'year']",2021-07-07T05:21:24Z,-0.7579
52,"['tj', 'p', 'provide', 'link', 'publish', 'medium', 'friend', 'evidence', 'show', 'say', 'thing', 'thin', 'airif', 'take', 'whatever', 'type', 'fact', 'need', 'proof', 'either', 'associate', 'nia', 'pmo', 'supreme', 'co']",2021-07-07T05:25:20Z,0.7783
320,"['live', 'pluralistic', 'society', 'historical', 'baggage', 'modern', 'democratic', 'country', 'always', 'tough', 'wonderful', 'constitution', 'shri', 'ambedkar', 'ji', 'colleague', 'give', 'u', 'blueprint', 'code', 'conduct', 'navigate', 'various', 'situation', 'course', 'easier', 'win', 'friend', 'influence', 'people', 'hatred', 'revenge', 'conspiracy', 'theory']",2021-07-07T05:28:18Z,0.25
69,"['mishraji', 'aap', 'kitna', 'kam', 'jaan', 'kar', 'kitne', 'confidence', 'se', 'bolte', 'hain', 'yeh', 'kya', 'r', 'mein', 'free', 'mein', 'sikhaya', 'jata', 'hai', 'chaliye', 'badhiya', 'hai', 'bolne', 'ki', 'azadi', 'hai', 'sab', 'ko', 'much', 'democracy', 'aap', 'ke', 'hee', 'param', 'pujya', 'netaon', 'ka', 'kathan', 'hai']",2021-07-07T05:35:39Z,0.765
29,"['think', 'state', 'jurisdiction', 'prisoner', 'book', 'central', 'agency', 'despite', 'disease', 'fr', 'stan', 'wait', 'straw', 'sipper', 'day', 'jail']",2021-07-07T05:41:04Z,-0.5423
103,"['sentiment', 'admirable', 'ravish', 'kumar', 'ravi']",2021-07-07T05:45:57Z,0.5574
53,"['forest', 'rise', 'congress', 'able', 'file', 'chargesheet', 'year']",2021-07-07T05:47:53Z,0.0
71,"['haan', 'woh', 'paer', 'chaat', 'tey', 'chaat', 'tey', 'swarg', 'lok', 'pohuch', 'jayenge', 'par', 'jo', 'zahar', 'woh', 'ugalte', 'hain', 'woh', 'desh', 'ko', 'nark', 'bana', 'raha', 'hai']",2021-07-07T05:48:44Z,0.0
54,"['tj', 'p', 'make', 'think', 'link', 'congress', 'middle', 'class', 'work', 'person', 'read', 'news', 'online', 'research', 'even', 'get', 'whatsapp', 'forward', 'pmo']",2021-07-07T05:50:54Z,0.0
55,"['forest', 'rise', 'osama', 'bin', 'lade', 'abu', 'bakr', 'al', 'baghdadi', 'jihadi', 'john', 'ajmal', 'kasab', 'afzal', 'guru', 'hafiz', 'say', 'masood', 'azhar', 'riyaz', 'naikoo', 'adil', 'ahmed', 'dar', 'dawood', 'ibrahim', 'zakir', 'naik', 'every', 'quotpeace', 'loverquot', 'come', 'one', 'religion']",2021-07-07T05:55:24Z,0.0
56,"['tj', 'p', 'go', 'topic', 'many', 'hitler', 'stallon', 'hear', 'kkk', 'america', 'christian', 'except', 'think', 'stallonwhat', 'happen', 'pragya', 'thakur', 'topic']",2021-07-07T05:57:42Z,0.0
321,"['sulagana', 'biswas', 'rule', 'country', 'lay', 'constitution', 'see', 'change', 'discourse', 'last', 'many', 'yearsthe', 'majoritarianism', 'take', 'leadership', 'push', 'country', 'unscientific', 'way', 'think', 'even', 'core', 'leadershi']",2021-07-07T06:06:58Z,0.0
259,"['red', 'salute', 'fr', 'swami', 'unfulfilled', 'dream', 'adibashis', 'amp', 'dalits', 'immediately', 'honour']",2021-07-07T06:34:34Z,0.4404
419,"['ha', 'ha', 'trust', 'r', 'amp', 'vote', 'bjp']",2021-07-07T07:05:11Z,0.7964
283,"['ha', 'ha', 'trust', 'r', 'amp', 'vote', 'bjp']",2021-07-07T07:05:27Z,0.7964
201,"['ha', 'ha', 'trust', 'r', 'amp', 'vote', 'bjp']",2021-07-07T07:05:38Z,0.7964
94,"['ha', 'ha', 'trust', 'r', 'amp', 'vote', 'bjp']",2021-07-07T07:05:54Z,0.7964
1064,"['ha', 'ha', 'trust', 'r', 'amp', 'vote', 'bjp']",2021-07-07T07:06:03Z,0.7964
